web-scraper-order,web-scraper-start-url,Link,Link-href,Name,Types,About,Schedule,Duration,Address,Rating,ReviewsNo,ExcellentRating,VeryGoodRating,AverageRating,PoorRating,TerribleRating
"1701384290-889","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3564. Local Getaway","https://www.tripadvisor.com/Attraction_Review-g189158-d18933430-Reviews-Local_Getaway-Lisbon_Lisbon_District_Central_Portugal.html","Local Getaway","[{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Hiking & Camping Tours""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","","","","","","","","","",""
"1701384298-890","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3563. Jagrent","https://www.tripadvisor.com/Attraction_Review-g189164-d19068534-Reviews-Jagrent-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Jagrent","[{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701384306-891","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3562. Lisbon & You","https://www.tripadvisor.com/Attraction_Review-g189158-d18177844-Reviews-Lisbon_You-Lisbon_Lisbon_District_Central_Portugal.html","Lisbon & You","[{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701384313-892","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3561. Outside Lisbon Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d18977520-Reviews-Outside_Lisbon_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Outside Lisbon Tours","[{""Types"":""Cultural Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Day Trips""}]","","","","","","","","","","",""
"1701384321-893","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3560. Discovery for You Tours & Transferes, Unipessoal LDA","https://www.tripadvisor.com/Attraction_Review-g189158-d17815816-Reviews-Discovery_for_You_Tours_Transferes_Unipessoal_LDA-Lisbon_Lisbon_District_Central.html","Discovery for You Tours & Transferes, Unipessoal LDA","[{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701384328-894","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3559. Palácio da Ginja Portuguesa","https://www.tripadvisor.com/Attraction_Review-g189158-d17792007-Reviews-Palacio_da_Ginja_Portuguesa-Lisbon_Lisbon_District_Central_Portugal.html","Palácio da Ginja Portuguesa","[{""Types"":""Bar, Club & Pub Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Distillery Tours""},{""Types"":""Cooking Classes""},{""Types"":""Private Tours""},{""Types"":""Food Tours""}]","","","","Call","","","","","","",""
"1701384335-895","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3558. AGARRA O MOVIMENTO","https://www.tripadvisor.com/Attraction_Review-g189158-d17764455-Reviews-AGARRA_O_MOVIMENTO-Lisbon_Lisbon_District_Central_Portugal.html","AGARRA O MOVIMENTO","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""}]","","","","Call","","","","","","",""
"1701384343-896","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3557. Miradouro do Porto das Capelas","https://www.tripadvisor.com/Attraction_Review-g1190910-d18379847-Reviews-Miradouro_do_Porto_das_Capelas-Capelas_Lisbon_District_Central_Portugal.html","Miradouro do Porto das Capelas","[{""Types"":""Lookouts""}]","","","Duration: 1-2 hours","","","","","","","",""
"1701384350-897","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3556. Izanagi Sunset and Sail Experience","https://www.tripadvisor.com/Attraction_Review-g189158-d17738305-Reviews-Izanagi_Sunset_and_Sail_Experience-Lisbon_Lisbon_District_Central_Portugal.html","Izanagi Sunset and Sail Experience","[{""Types"":""Boat Tours""},{""Types"":""Food Tours""},{""Types"":""Wine Tours & Tastings""}]","","","","","","","","","","",""
"1701384358-898","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3555. Surf in Cascais","https://www.tripadvisor.com/Attraction_Review-g189158-d17544523-Reviews-Surf_in_Cascais-Lisbon_Lisbon_District_Central_Portugal.html","Surf in Cascais","[{""Types"":""Adrenaline & Extreme Tours""},{""Types"":""Surfing & Windsurfing""},{""Types"":""Taxis & Shuttles""},{""Types"":""Bike Tours""},{""Types"":""Climbing Tours""},{""Types"":""Fishing Charters & Tours""},{""Types"":""Gear Rentals""}]","","","","Call","","","","","","",""
"1701384365-899","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3554. Andreia Nunes","https://www.tripadvisor.com/Attraction_Review-g189158-d17581943-Reviews-Andreia_Nunes-Lisbon_Lisbon_District_Central_Portugal.html","Andreia Nunes","[{""Types"":""Multi-day Tours""},{""Types"":""Walking Tours""},{""Types"":""Private Tours""},{""Types"":""Food Tours""},{""Types"":""Day Trips""}]","","","","","","","","","","",""
"1701384373-900","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3553. Alex Mogoryan","https://www.tripadvisor.com/Attraction_Review-g189158-d17562507-Reviews-Alex_Mogoryan-Lisbon_Lisbon_District_Central_Portugal.html","Alex Mogoryan","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Nature & Wildlife Tours""},{""Types"":""Day Trips""}]","","","","","","","","","","",""
"1701384380-901","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3552. Match Clinic","https://www.tripadvisor.com/Attraction_Review-g2626611-d18936314-Reviews-Match_Clinic-Alges_Lisbon_District_Central_Portugal.html","Match Clinic","[{""Types"":""Day Trips""}]","","9:00 AM - 7:00 PM","","Call","","","","","","",""
"1701384387-902","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3551. TEST Blueticket Dev","https://www.tripadvisor.com/Attraction_Review-g189158-d17541694-Reviews-TEST_Blueticket_Dev-Lisbon_Lisbon_District_Central_Portugal.html","TEST Blueticket Dev","[{""Types"":""Wine Tours & Tastings""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701384395-903","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3550. Ride-e rental/tours","https://www.tripadvisor.com/Attraction_Review-g189154-d17557172-Reviews-Ride_e_rental_tours-Cascais_Lisbon_District_Central_Portugal.html","Ride-e rental/tours","[{""Types"":""4WD, ATV & Off-Road Tours""},{""Types"":""Bike Tours""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","","","","","","","",""
"1701384402-904","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3549. Once Upon a Day","https://www.tripadvisor.com/Attraction_Review-g189158-d23764246-Reviews-Once_Upon_a_Day-Lisbon_Lisbon_District_Central_Portugal.html","Once Upon a Day","[{""Types"":""Bike Tours""},{""Types"":""Horseback Riding Tours""}]","","","","Call","","","","","","",""
"1701384410-905","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3548. Incentiv8","https://www.tripadvisor.com/Attraction_Review-g189164-d25407410-Reviews-Incentiv8-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Incentiv8","[{""Types"":""4WD, ATV & Off-Road Tours""},{""Types"":""Safaris""},{""Types"":""Adrenaline & Extreme Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Nature & Wildlife Tours""},{""Types"":""Day Trips""}]","","","","Call","","","","","","",""
"1701384417-906","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3547. Storytelling Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d25406181-Reviews-Storytelling_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Storytelling Tours","[{""Types"":""Multi-day Tours""},{""Types"":""Cultural Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Sightseeing Tours""},{""Types"":""Day Trips""}]","","","","Email","","","","","","",""
"1701384424-907","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3546. Maxxi Tours","https://www.tripadvisor.com/Attraction_Review-g189158-d25296243-Reviews-Maxxi_Tours-Lisbon_Lisbon_District_Central_Portugal.html","Maxxi Tours","[{""Types"":""Multi-day Tours""},{""Types"":""Shopping Tours""},{""Types"":""Historical & Heritage Tours""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","","","Email","","","","","","",""
"1701384432-908","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3545. Sintra day trip","https://www.tripadvisor.com/Attraction_Review-g189164-d25311961-Reviews-Sintra_day_trip-Sintra_Sintra_Municipality_Lisbon_District_Central_Portugal.html","Sintra day trip","[{""Types"":""City Tours""},{""Types"":""Multi-day Tours""},{""Types"":""Taxis & Shuttles""},{""Types"":""Private Tours""},{""Types"":""Day Trips""}]","","12:00 AM - 11:30 PM","","Call","","","","","","",""
"1701384439-909","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3544. Oksana","https://www.tripadvisor.com/Attraction_Review-g189158-d25237372-Reviews-Oksana-Lisbon_Lisbon_District_Central_Portugal.html","Oksana","[{""Types"":""Cooking Classes""}]","The past 10 years I’ve been traveling the world learning the secrets of tasting and making tea. I host experiences of ancient GongfuCha and Japanese Chanoyu ceremonies. Here we honor the energy (Qi) of the tea and drink it with reverence and respect in ancient ways so that we get maximum benefit for the body. I bring into your cup varieties of black, white, green, yellow, oolong, red, fermented and non fermented, the finest matcha and shincha… and much more! from all over the world.","","","Email","","","","","","",""
"1701384446-910","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3543. Blanka Yogi","https://www.tripadvisor.com/Attraction_Review-g7062984-d25343127-Reviews-Blanka_Yogi-Santa_Cruz_Lisbon_District_Central_Portugal.html","Blanka Yogi","[{""Types"":""Yoga & Pilates""}]","Join me on mat during one of these style of yoga clasess ~ Vinyasa yoga ~ Yoga shape ~ Yin yoga ~ Yoga for surfers ~ Gentle yoga 55+ ~ Yoga for children (age 5-12 years).","12:00 AM - 11:59 PM","Duration: 1-2 hours","Rua Afonso de Albuquerque, Santa Cruz 2560-499 Portugal","","","","","","",""
"1701384454-911","https://www.tripadvisor.com/Attractions-g3874225-Activities-oa3540-Lisbon_District_Central_Portugal.html","3542. 55+","https://www.tripadvisor.com/Attraction_Review-g189158-d25368755-Reviews-55-Lisbon_Lisbon_District_Central_Portugal.html","55+","[{""Types"":""Wine Tours & Tastings""}]","","9:00 AM - 6:00 PM","","Call","","","","","","",""
